Shelf mark	Name	Related shelfmark	Depository	Object	Size	Dating	Leaves/pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
B 6		UUB B 5 b	UUB	Codex		1400-1450; 1350-1400	f.166v		Scribal notice (in Latin)	I:2 (1b; mirror-0:1); II:9 (4b, 1f; ff. 1-9); III:10 (5b; ff. 10-19); IV:8 (3b, 2f; ff. 20-27); V:10 (5b; ff. 28-37); VI:10 (5b; ff. 38-47); VII:10 (5b; ff. 48-57); VIII:10 (5b; ff. 58-67); IX:10 (5b; ff. 68-77); X:10 (5b; ff. 78-87); XI:10 (5b; ff. 88-97); XII:10 (5b; ff. 98-107); XIII:10 (5b; ff. 108-117); XIV:10 (5b; ff. 118-127); XV:8 (4b; ff. 128-135); XVI:10 (5b; ff. 136-145); XVII:10 (5b; ff. 146-155); XVIII:11 (5b, 1f; ff. 156-166); XIX:2 (1b; ff. 166:1-mirror)		265x175	Yes. Custods on f. 117v, f. 127v, f. 135v.		No	Paper	Ink	1	23	Textualis	No	Hand a	Unknown							Beckman (1917:114; 156; 194; 217); Cornell (1943); Schlyter (1862); Wiktorsson (1981:68-9; 2004:308)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22landslag%22%7D%5D%5D&c=2&aqe=%5B%5D&af=%5B%5D&searchType=EXTENDED&query=landslag&pid=alvin-record%3A430351&dswid=7268";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.1v–19v	UL	 Kkb	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Hybrida	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("https://manuscripta.se/ms/100361";"MS")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.1v–19v	UL	 Kkb	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.19v–125v	MEL		I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	f.64r	MEL	Bb ch.36:2-3 (ÖgL)	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.126r–129v	UL	Kgb ch.10-12	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.129v–132v		Gårdsrätt (Erik of Pommern)	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.132v–133r		Legal formulas	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	f.133r	ÖgL	 Bb ch.36:2-3	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.133v–134v		RB 1414	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	f.134v	MEL & KrL	Rhyme on the sections of MEL and KrL (in Latin and Swedish)	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24		Yes	Several hands	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	ff.135r–140r		Kalmar recess (the second) 1483	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24		Yes	Several hands	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 7			UUB	Codex	4to	1425-1475 (1396-)	f.140v		RBGK 1538	I:2 (1b; mirror-0:1); II:7 (3b, 1f; ff. 1-7); III:8 (4b; ff. 8-15); IV:8 (4b; ff. 16-23); V:8 (4b; ff. 24-31); VI:8 (4b; ff. 32-39); VII:8 (4b; ff. 40-47); VIII:8 (4b; ff. 48-55); IX:8 (4b; ff. 56-63); X:8 (4b; ff. 64-71); XI:8 (4b; ff. 72-79); XII:8 (4b; ff. 80-87); XIII:8 (4b; ff. 88-95); XIV:8 (4b; ff. 96-103); XV:8 (4b; ff. 104-111); XVI:8 (4b; ff. 112-119); XVII:6 (3b; ff. 120-125); XVIII:9 (4b, 1f; ff. 126-134); XIX:6 (3b; ff. 135-140); XX:2 (1b; ff. 140:1-mirror)	 240x180x55 				No	Parchment	Ink	1	24		Yes	Several hands	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220); Cornell (1943); Beckman (1917:120); Silfverstolpe (1879-1887:828–830); Henning (1933-1934:LXVII)	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433917";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	f.1r		Scribal notice (in Latin)	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("https://manuscripta.se/ms/100362";"MS")
B 9			UUB	Codex		1425-1475 (1437-)	ff.1r–5r		Gårdsrätt (Erik of Pommern)	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	ff.5r–23r	UL	Kkb	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	ff.23r–132r	MEL		I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	ff.36v–38v	MEL	Kgb ch.10 (UL)	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	ff.70r–v	MEL	Bb ch.36:2-3 (ÖgL)	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	ff.132r–133r		RB 1437	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 9			UUB	Codex		1425-1475 (1437-)	ff.133r-v	KrL	Tb ch.1	I:10 (4b, 2f; mirror-9); II:10 (5b; ff. 10-19); III:10 (5b; ff. 20-29); IV:10 (5b; ff. 30-39); V:10 (5b; ff. 40-49); VI:10 (5b; ff. 50-59); VII:10 (5b; ff. 60-69); VIII:10 (5b; ff. 70-79); IX:10 (5b; ff. 80-89); X:10 (5b; ff. 90-99); XI:10 (5b; ff. 100-109); XII:10 (5b; ff. 110-119); XIII:10 (5b; ff. 120-129); XIV:4 (2b; ff. 130-133)	 235x160x55				Yes	Parchment	Ink	1	26	Cursiva R	Yes	Hand a	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:219–220);	=HYPERLÄNK("http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-103728";"AV")
B 10			UUB	Codex		1375-1400	ff.1r–22v	VmL	Kkg	I:7 (3b, 1f; ff. 1-7); II:8 (4b; ff. 8-15); III:7 (3b, 1f; ff. 16-22); IV:8 (4b; ff. 23-30); V:8 (4b; ff. 31-38); VI:8 (4b; ff. 39-46); VII:8 (4b; ff. 47-54); VIII:8 (4b; ff. 55-62); IX:8 (4b; ff. 63-70); X:8 (4b; ff. 71-78); XI:8 (4b; ff. 79-86); XII:8 (4b; ff. 87-94); XIII:8 (4b; ff. 95-102); XIV:8 (4b; ff. 103-110); XV:8 (4b; ff. 111-118); XVI:8 (4b; ff. 119-126); XVII:8 (3b, 2f; ff. 127-134); XVIII:8 (4b; ff. 135-142); XIX:8 (4b; ff. 143-150); XX:8 (4b; ff. 151-158); XXI:8 (4b; ff. 159-166); XXII:8 (4b; ff. 167-174); XXIII:8 (4b; ff. 175-182); XXIV:7 (3b, 1f; ff. 183-189); XXV:8 (4b; ff. 190-197); XXVI:8 (4b; ff. 198-205); XXVII:8 (4b; ff. 206-213); XXVIII:4 (2b; ff. 214-217)	230x165x80				No	Parchment	Ink	1	21	Textualis	Yes	Hand a (hand b: f.22v; hand c: f.122v; hand d: ff.216r–217r; hand e: f.217v); Olaus Eriksson & Nils djäkne	Västmanland?							Beckman (1917:101-106; 114; 156; 194; 217-220); Cornell (1943); Geete (1907-1909:202–203); N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Schlyter (1869:403; 1841: XXX–XXXI; 1862: XX–XXI); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100363";"MS")
B 10			UUB	Codex		1375-1400	f.22v	MEStL	Eb ch.27	I:7 (3b, 1f; ff. 1-7); II:8 (4b; ff. 8-15); III:7 (3b, 1f; ff. 16-22); IV:8 (4b; ff. 23-30); V:8 (4b; ff. 31-38); VI:8 (4b; ff. 39-46); VII:8 (4b; ff. 47-54); VIII:8 (4b; ff. 55-62); IX:8 (4b; ff. 63-70); X:8 (4b; ff. 71-78); XI:8 (4b; ff. 79-86); XII:8 (4b; ff. 87-94); XIII:8 (4b; ff. 95-102); XIV:8 (4b; ff. 103-110); XV:8 (4b; ff. 111-118); XVI:8 (4b; ff. 119-126); XVII:8 (3b, 2f; ff. 127-134); XVIII:8 (4b; ff. 135-142); XIX:8 (4b; ff. 143-150); XX:8 (4b; ff. 151-158); XXI:8 (4b; ff. 159-166); XXII:8 (4b; ff. 167-174); XXIII:8 (4b; ff. 175-182); XXIV:7 (3b, 1f; ff. 183-189); XXV:8 (4b; ff. 190-197); XXVI:8 (4b; ff. 198-205); XXVII:8 (4b; ff. 206-213); XXVIII:4 (2b; ff. 214-217)	230x165x80				No	Parchment	Ink	1	21	Textualis	Yes	Hand a (hand b: f.22v; hand c: f.122v; hand d: ff.216r–217r; hand e: f.217v); Olaus Eriksson & Nils djäkne	Västmanland?							Beckman (1917:101-106; 114; 156; 194; 217-220); Cornell (1943); Geete (1907-1909:202–203); N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Schlyter (1869:403; 1841: XXX–XXXI; 1862: XX–XXI); Åström (2003)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22landslag%22%7D%5D%5D&c=1&aqe=%5B%5D&af=%5B%5D&searchType=EXTENDED&query=landslag&pid=alvin-record%3A90664&dswid=-4055";"AV")
B 10			UUB	Codex		1375-1400	ff.23r–215v	MEL		I:7 (3b, 1f; ff. 1-7); II:8 (4b; ff. 8-15); III:7 (3b, 1f; ff. 16-22); IV:8 (4b; ff. 23-30); V:8 (4b; ff. 31-38); VI:8 (4b; ff. 39-46); VII:8 (4b; ff. 47-54); VIII:8 (4b; ff. 55-62); IX:8 (4b; ff. 63-70); X:8 (4b; ff. 71-78); XI:8 (4b; ff. 79-86); XII:8 (4b; ff. 87-94); XIII:8 (4b; ff. 95-102); XIV:8 (4b; ff. 103-110); XV:8 (4b; ff. 111-118); XVI:8 (4b; ff. 119-126); XVII:8 (3b, 2f; ff. 127-134); XVIII:8 (4b; ff. 135-142); XIX:8 (4b; ff. 143-150); XX:8 (4b; ff. 151-158); XXI:8 (4b; ff. 159-166); XXII:8 (4b; ff. 167-174); XXIII:8 (4b; ff. 175-182); XXIV:7 (3b, 1f; ff. 183-189); XXV:8 (4b; ff. 190-197); XXVI:8 (4b; ff. 198-205); XXVII:8 (4b; ff. 206-213); XXVIII:4 (2b; ff. 214-217)	230x165x80				No	Parchment	Ink	1	21	Textualis	Yes	Hand a (hand b: f.22v; hand c: f.122v; hand d: ff.216r–217r; hand e: f.217v); Olaus Eriksson & Nils djäkne	Västmanland?							Beckman (1917:101-106; 114; 156; 194; 217-220); Cornell (1943); Geete (1907-1909:202–203); N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Schlyter (1869:403; 1841: XXX–XXXI; 1862: XX–XXI); Åström (2003)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22landslag%22%7D%5D%5D&c=1&aqe=%5B%5D&af=%5B%5D&searchType=EXTENDED&query=landslag&pid=alvin-record%3A90664&dswid=-4055";"AV")
