Shelf mark	Language	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
GKS 3260 4to	no			GKS	Codex	4to	1350–1400	Ff. 18v–19r (marg.)		On the rights of execution (not part of MLL)	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Dry	Various	Various		No	Hand c	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350–1400	Ff. 21v–22r (marg.)		On forces marriages (not part of MLL)	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Dry	Various	Various		No	Hand c	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1375–1400	F. 41r	MLL (GuL)	Llb (ch. 60)	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	Unknown		II	No	Parchment	Dry	1	Various		No	Hand c	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1375–1400	F. 41v		RBHM 14.10.1312	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	Unknown		II	No	Parchment	Dry	1	Various		No	Hand c	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	Ff. 42ra–48ra	MLL (GuL)	(following from f. 40vb) Comp. until the end of Kab	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand a	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	Ff. 48ra–52va	Fml	Comp.	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand a	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	Ff. 52va–55va	MLL (GuL)	Tjb and RbMh and Epi; both addr to Borgþ	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand a	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	F. 55va–vb		RBHM 11.10.1303	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand b	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	Ff. 55vb–56rb		BbHM 28.8.1315	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand b	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	Ff. 56va–58rb	ByL (BGO)	Short	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand a	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	F. 58va		Um eiða atkvæði	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand b	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	F. 58va–vb		RBHM 14.9.1307	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	34		Yes	Hand b	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
GKS 3260 4to	no			GKS	Codex	4to	1350	F. 59ra–61rb	Calendarium	Jan–Dec	I: 8 (4b, ff. 1-8); II: 8 (4b, ff. 9-16); III: 8 (4b, ff. 17-24); IV: 7 (3b, 1f, ff. 25-31); V: 8 (4b, ff. 32-39); VI: 8 (4b, 1f, ff. 40-48, f. 41 glued-in); VII: 6 (3b, ff. 49-54); VIII: 6 (3b, ff. 55-60); IX: 2 (1b, f. 61-62)	Unknown	260x185		I	Yes	Parchment	Ink	2	Various		Yes	Hand a	Unknown	Romanesque	G, R	Ornamented large and small initials (2 lines)	Large	None. Twelve ornamented large initials on f. 1va1-5, f. 2va1-5, f. 5va24-27, f. 9rb17-20, f. 14ra2-5, f. 21va10-14, f. 28rb1-4, f. 29vb15-18, f. 43rb12-16, f. 48ra23-28, f. 52va10-14, f. 56va3-8. In addition, sixteen ornamented middle initials are found on f. 2vb9-11, f. 7va1-3, f. 11rb22-24, f. 11vb21-23, f. 12rb27-29, f. 15rb10-12, f. 15va21-23, f. 20rb8-10, f. 26rb30-32, f. 40rb17-19, f. 42rb30-32, f. 49ra5-7, f. 51ra6-8, f. 54ra7-9, f. 54rb17-19, f. 54va4-6. In the margin on f. 6v, a Janus head is painted, and on f. 17r a human head.	Throughout	Jóhanna Katrín et. al. (2023)	[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/35838)
AM 58 4to	no			AMS	Codex	4to	1550-1600	f. 1		On the importance of Eden	I: 2 (1b, ff. 1-2); II: 9 (4b, 1f, ff. 3-11); III: 6 (3b, ff. 12-17); IV: 5 (2b, 1f, ff. 18-22); V: 4 (2b, ff. 23-26); VI: 6 (2b, 2f, ff. 27-32); VII: 7 (3b, 1f, ff. 33-39); VIII: 6 (3b, ff. 40-45); IX: 5 (2b, 1f, ff. 46-49); X: 9 (3b, 3f, ff. 51-59); XI: 4 (1b, 2f, ff. 60-63); XII: 12 (5b, 2f, ff. 64-76 [f. 64 lost]); XIII: 5 (2b, 1f, ff. 77-82)	Unknown	220x165		I	Yes	Parchment	Dry	2	Various		Yes	Hand a	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1550-1600	f. 2		List of Norwegian kings	I: 2 (1b, ff. 1-2); II: 9 (4b, 1f, ff. 3-11); III: 6 (3b, ff. 12-17); IV: 5 (2b, 1f, ff. 18-22); V: 4 (2b, ff. 23-26); VI: 6 (2b, 2f, ff. 27-32); VII: 7 (3b, 1f, ff. 33-39); VIII: 6 (3b, ff. 40-45); IX: 5 (2b, 1f, ff. 46-49); X: 9 (3b, 3f, ff. 51-59); XI: 4 (1b, 2f, ff. 60-63); XII: 12 (5b, 2f, ff. 64-76 [f. 64 lost]); XIII: 5 (2b, 1f, ff. 77-82)	Unknown	220x165		I	Yes	Parchment	Dry	2	Various		Yes	Hand b	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	Ff. 3ra–11vb	KF (EidsL)	Short	I: 2 (1b, ff. 1-2); II: 9 (4b, 1f, ff. 3-11); III: 6 (3b, ff. 12-17); IV: 5 (2b, 1f, ff. 18-22); V: 4 (2b, ff. 23-26); VI: 6 (2b, 2f, ff. 27-32); VII: 7 (3b, 1f, ff. 33-39); VIII: 6 (3b, ff. 40-45); IX: 5 (2b, 1f, ff. 46-49); X: 9 (3b, 3f, ff. 51-59); XI: 4 (1b, 2f, ff. 60-63); XII: 12 (5b, 2f, ff. 64-76 [f. 64 lost]); XIII: 5 (2b, 1f, ff. 77-82)	Unknown	220x165		I	Yes	Parchment	Dry	2	24–28		Yes	Hand c	Unknown	Romanesque	R, G	Lombard medium (3 lines) and small (2 lines) initials	Medium		Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	F. 11vb	KN (BorgL)	ch. 12	I: 2 (1b, ff. 1-2); II: 9 (4b, 1f, ff. 3-11); III: 6 (3b, ff. 12-17); IV: 5 (2b, 1f, ff. 18-22); V: 4 (2b, ff. 23-26); VI: 6 (2b, 2f, ff. 27-32); VII: 7 (3b, 1f, ff. 33-39); VIII: 6 (3b, ff. 40-45); IX: 5 (2b, 1f, ff. 46-49); X: 9 (3b, 3f, ff. 51-59); XI: 4 (1b, 2f, ff. 60-63); XII: 12 (5b, 2f, ff. 64-76 [f. 64 lost]); XIII: 5 (2b, 1f, ff. 77-82)	Unknown	220x165		I	Yes	Parchment	Dry	2	Various		Yes	Hand d	Unknown	Romanesque	R, G	Lombard medium (3 lines) and small (2 lines) initials	Medium		Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	Ff. 12ra–81vb	MLL (BorgL)	Complete; incl. RBMK and Epi; not addr. to a part. assembly	I: 2 (1b, ff. 1-2); II: 9 (4b, 1f, ff. 3-11); III: 6 (3b, ff. 12-17); IV: 5 (2b, 1f, ff. 18-22); V: 4 (2b, ff. 23-26); VI: 6 (2b, 2f, ff. 27-32); VII: 7 (3b, 1f, ff. 33-39); VIII: 6 (3b, ff. 40-45); IX: 5 (2b, 1f, ff. 46-49); X: 9 (3b, 3f, ff. 51-59); XI: 4 (1b, 2f, ff. 60-63); XII: 12 (5b, 2f, ff. 64-76 [f. 64 lost]); XIII: 5 (2b, 1f, ff. 77-82)	Unknown	220x165		I	Yes	Parchment	Dry	2	30		Yes	Hand e	Unknown	Romanesque	R, G	Lombard medium (3 lines) and small (2 lines) initials	Medium		Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1330	F. 82		RBMK 1267	I: 2 (1b, ff. 1-2); II: 9 (4b, 1f, ff. 3-11); III: 6 (3b, ff. 12-17); IV: 5 (2b, 1f, ff. 18-22); V: 4 (2b, ff. 23-26); VI: 6 (2b, 2f, ff. 27-32); VII: 7 (3b, 1f, ff. 33-39); VIII: 6 (3b, ff. 40-45); IX: 5 (2b, 1f, ff. 46-49); X: 9 (3b, 3f, ff. 51-59); XI: 4 (1b, 2f, ff. 60-63); XII: 12 (5b, 2f, ff. 64-76 [f. 64 lost]); XIII: 5 (2b, 1f, ff. 77-82)	Unknown	220x165		I	Yes	Parchment	Dry	1	Various		No	Hand f	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	Ff. 83r–84r		RBEK 1280	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	220x165		II	No	Parchment		1	Various		No	Hand g	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	F. 84r		RBHM 30.3.1307	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	220x165		II	No	Parchment		1	Various		No	Hand g	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	F. 84r		RbHM 19.7.1312	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	220x165		II	No	Parchment		1	Various		No	Hand g	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1350	F. 84v		RBHM 1306	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	220x165		II	No	Parchment		1	Various		No	Hand h	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1330	F. 85r		RBHM 2.5.1313	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	210x162		II	No	Parchment		1	Various		No	Hand i	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1330	Ff. 85r–v		RBHM 29.5.1303	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	210x162		II	No	Parchment		1	Various		No	Hand i	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1330	F. 85v		RBHM 26.12.1309	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	210x162		II	No	Parchment		1	Various		No	Hand i	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
AM 58 4to	no			AMS	Codex	4to	1330	F. 86r–v		RBHM 30.7.1316	XIV: 4 (2b, ff. 83-86); XV: *6 (4b, paper leaves: *1-8)	Unknown	210x162		II	No	Parchment		1	Various		No	Hand k	Unknown	Other					Nowhere		[HR](https://handrit.is/manuscript/view/da/AM04-0058); [NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/9777)
NRA 29 A	no			NRA	Fragment	Unknown	1350 (Seip: 1320-1350)	Ff. 1–8; f. 9r; f. 10r	Hrðs	ch. 13–17; 20; 21–24; 51–54	Unknown	Unknown	250x160		I	Unknown	Parchment	Ink	2	Various	Semitextualis	Yes	Hand a	Unknown	Romanesque	R	Lombard small initials (2 lines).	Small		Throughout		[NRA](https://media.digitalarkivet.no/view/58516/171)
