Shelf mark	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
							ff.1v–11r	SdmL	Kgb																						[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-433921)
							ff.11r–83r	MEL																							
							f.21r		Gb ch.3:1 (KrL)																						
							f.83r	VmL	Kmb ch.6-7																						
							f.83r		Instructions on the nine-week fast																						
							f.83v		Legal formulas																						
B 27			UUB	Codex	4to	1450-1500 (after 1389)	ff.1r–63r	MEStL	red.1	I:1 (1b; mirror-0:1); II:9 (4b; 1f; ff. 1-9); III:10 (5b; ff. 10-19); IV:7 (3b; 1f; ff. 20-26); V:4 (1b; 2f; ff. 27-30); VI:8 (3b; 2f; ff. 31-38); VII:10 (5b; ff. 39-48); VIII:7 (2b; 3f; ff. 49-55); IX:4 (4f; ff. 56-59); X:6 (2b; 2f; ff. 60-65); XI:9 (3b; 3f; ff. 66:1-66:9)	195x145x30	Unknown						1	28	Cursiva R		Hand a	Västerås?							Ahnlund (1944); [Hadorph (1687:32–34); Schlyter (1865:xv-xvi; 403–404); Åström (2003; 2013); SGL 11:XV-XVI	[MS](https://manuscripta.se/ms/100381)
							f.40v		RBMK 1360																						[AV](https://www.alvin-portal.org/alvin/view.jsf?dswid=6245&searchType=TEXT&query=&aq=%5B%5B%5D%5D&aqe=%5B%5D&af=%5B%22COUalpha2_facet%3ASE%22%2C%22alpha3_facet%3A9fs%22%5D&pid=alvin-record%3A433922&c=7)
							f.48v	MEStL	Eb ch.27																						
							ff.63r–65v		Gårdsrätt (Erik of Pommern)																						
B 28			UUB	Codex	4to	1425-1475	ff.1r–10v	UL	Kkb	I:2 (1b; mirror-0:1); II:6 (2b; 2f; ff. 1-6); III:7 (3b; 1f; ff. 7-13); IV:8 (4b; ff. 14-21); V:8 (4b; ff. 22-29); VI:6 (2b; 2f; ff. 30-35); VII:8 (4b; ff. 36-43); VIII:8 (4b; ff. 44-51); IX:7 (3b; 1f; ff. 52-58); X:8 (3b; 2f; ff. 59-66); XI:5 (5f; ff. 67-71); XII:10 (5b; ff. 72-81); XIII:5 (2b; 1f; ff. 82-86); XIV:14 (7b; ff. 86:1-98); XV:6 (3b; ff. 99-104); XVI:14 (4b; 6f; ff. 105-118)	195x145x30	Unknown		I	Yes	Parchment	Ink	1	24-27	Cursiva R	Yes	Hand a	Unknown							Cornell (1943); Schlyter (1834:XXV–XXVI; 1862:XXXIII); Åström (2003; 2013); SGL 3; s. XXVI	[MS](https://manuscripta.se/ms/100382)
							ff.10v–81v	MEL																							[AV](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%5D%5D&c=25&aqe=%5B%5D&af=%5B%22COUalpha2_facet%3ASE%22%2C%22alpha3_facet%3A9fs%22%5D&searchType=TEXT&pid=alvin-record%3A84302&dswid=2310)
							f.28v		Äb ch.15 (MEStL)																						[CF](https://www.codicesfennici.fi/items/show/63)
							f.41v		Bb ch.36:2-3 (ÖgL)																						
							f.81v		A section taken from Norwegian law																						
						after 1590	ff.82r–86r		Gårdsrätt (Earl Karl 1590)					II	No	Paper	None			Younger Cursive		Hand b									
							ff.87r–117v		Church book (in Finnish)					III								Hand c									
B 33			UUB	Codex	4to	1533	ff. 1v–3r	Bible	Book of Mose 2; ch. 23:3; 6-8; and Book of Mose 5	I:20 (9b; 2f; ff. 1-18); II:11 (5b; 1f; ff. 19-29); III:15 (7b; 1f; ff. 30-44); IV:12 (6b; ff. 45-56); V:12 (6b; ff. 57-68); VI:12 (5b; 2f; ff. 69-80); VII:13 (6b; 1f; ff. 81-93); VIII:10 (5b; ff. 94-103); IX:10 (5b; ff. 104-113); X:12 (6b; ff. 114-125); XI:12 (6b; ff. 126-137); XII:12 (6b; ff. 138-149); XIII:12 (6b; ff. 150-161); XIV:17 (6b; 5f; ff.162-176)	205x150x35	Unknown		I	No	Paper	Ink	1	26	Cursiva R	Yes	Hand a (Johannes Simonis: Uppsala?)	Södermanland?							Beckman (1917:120); Cornell (1943); Ejder (1974:9–10); Hedlund (1977:57); Schlyter (1838:XXIV–XXV; 1862:LIV; 1869:403); Åström (2003; 2013)	[MS](https://manuscripta.se/ms/100383)
							f. 3r–v		Book pf proverbs (parts)																						[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-399199)
							ff.4r–14r	SdmL	Kkb																						
							f.14r	UL	Kkb ch.7:2																						
							ff. 14v-15v		Legal formulas																						
							f.15v	MEL & KrL	ToC																						
							f.16r		Legal formulas																						
							ff.17r–v		RBML																						
							f.18v		Kalmar recess (1474) (sections)																						
							ff.19r–157r	MEL																							
							ff.30r–31r		Bible sitations																						
							f.157r		Latin annotations																						
							f.157v	KrL	Kmb ch.6																						
							f.158r		Tb ch.1																						
							ff.158r–159r		Om högmäles ogärningar																						
							f.159r		Letter								None			Younger Cursive	No	Several hands									
							f.159v	ÄUL	parts																						
							ff. 160r-162v																								
							f.161v	Bible	Book of Mose 5 ch. 1: 16-17																						
							ff.163r–173r		Legal formulas																						
							ff.173v–175r		Letter																						
							ff.175v-176r		Runic writing											Runes											
							f.176r	Bible	citations											Younger Cursive											
B 34			UUB	Codex	Unknown	1375-1400	ff.1r–68r	MEL		(I:5 (2b; 1f; ff. 1-0:4); II:4 (2b; ff. 0:5-0:8); III:6 (2b; 2f; ff. 1-6); IV:8 (4b; ff. 7-14); V:8 (4b; ff. 15-22); VI:8 (4b; ff. 23-30); VII:8 (4b; ff. 31-38); VIII:8 (4b; ff. 39-46); IX:8 (4b; ff. 47-54); X:8 (4b; ff. 54:1-54:8); XI:7 (3b; 1f; ff. 55-61); XII:7 (3b; 1f; ff. 62-68); XIII:2 (1b; ff. 68:1-68:2)	215x175x35	Unknown		I	Yes	Parchment	Ink	1	28	Gothic	Yes	Hand a	Swe	Romanesque	Y; R; G	Small Lombard initials (1-2 lines)	Small	None	Throughout	Cornell (1943); Schlyter (1862:XXII–XXIII); Nordisk tidskrift för bok- och biblioteksväsen ; 8 (1921:83–85); Åström (2013)	[MS](https://manuscripta.se/ms/100384)
						Later binding	(ff. 54Ar-HV)		Added paper leaves							Paper						None				None	None	None			[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-458190)
						Unknown	f.68r	KrL	Tb ch.1							Parchment						Hand b				One small Lombard initial painted in black	Small	None			
B 35			UUB	Codex	4to	1469-1471 (SGL 1450-1500)	ff.1r–65v	MEStL	red.1	I:14 (5b; 4f; ff. 1-12); II:8 (4b; ff. 13-24); III:4 (2b; ff. 17-20); IV:12 (6b; ff. 25-36); V:10 (5b; ff. 37-46); VI:12 (6b; ff. 47-58); VII:9 (1b; 7f; ff. 59-65)	215x155x20	Unknown		I	No	Paper	Ink	1	26-29	Cursiva R	Yes	Hand a	Swe	Romanesque	R; Black	Large Lombard initials (4-6) and medium Lombard initials (3 lines). Most large initials feature human faces.	Large and Medium	None. Seven large Lombard initials on f; 39r14-17; f. 55r18-22; f. 57v5-9; f. 58r1-5; f. 62r21-26; f. 62v3-7 (with attached dragon figure); f. 63v20-23.	Throughout	Ahnlund (1944); Schlyter (1865:XX–XXI); Åström (2003; 2013)	[MS](https://manuscripta.se/ms/100385)
B 36			UUB	Codex	4to	1400-1430 (SGL 1475-1500)	ff.1r–63v	MEStL	red.1 w ToC	I:11 (5b; 1f; ff. 1-11); II:12 (6b; ff. 12-23); III:10 (4b; 2f; ff. 24-33); IV:10 (5b; ff. 34-43); V:12 (6b; ff. 44-55); VI:8 (2b; 4f; ff. 56-63)	215x150x35	Unknown		I	No	Paper	Dry	1	29	Cursiva R	Yes	Hand a	Unknown	Romanesque	R; Black	Large Lombard initials (4-6) and medium Lombard initials (3 lines);	Large and Medium	None. Five large Lombard initials on f. 8r17-22; f. 20v20-23; f. 42v17-20; f. 43r11-16; f. 43v25-30. In addition; on f. 54 v a painting of a lake (?) is found; likely added later.	Throughout	Ahnlund (1944); Schlyter (1865:XXV); Åström (2003; 2013)	[MS](https://manuscripta.se/ms/100386)
B 37			UUB	Codex		1450-1500	ff.1r–17r	UL	Kkb	I:10 (5b; ff. 1-10); II:10 (5b; ff. 11-20); III:10 (5b; ff. 21-30); IV:10 (5b; ff. 31-40); V:10 (5b; ff. 41-50); VI:10 (4b; 2f; ff. 51-60); VII:10 (4b; 2f; ff. 61-70); VIII:10 (5b; ff. 71-80); IX:10 (5b; ff. 81-90); X:10 (5b; ff. 91-100); XI:10 (4b; 2f; ff. 101-110)	210x155x45	Unknown	Yes. Custods on f. 60v; f. 80v; f. 90v; f. 100v.	I	Yes	Parchment	Ink	1	30	Cursiva R	Yes	Hand a	Unknown							Cornell (1943); Schlyter (1834:XXII; 1862:XL); Åström (2003)	[MS](https://manuscripta.se/ms/100387)
							ff.17r–110v	MEL																							[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-458229)
							ff.27r–28v		Kgb ch.10 (UL)																						
B 39			UUB	Codex		1450-1500 (after 1396)	ff.1v–3v		Gårdsrätt (Erik of Pommern)	I:3 (1b; 1f; ff. 1-3); II:10 (5b; ff. 4-13); III:18 (7b; 4f; ff. 14-31); IV:8 (4b; ff. 32-39); V:10 (4b; 2f; ff. 40-49); VI:9 (4b; 1f; ff. 50-58); VII:10 (5b; ff. 59-68); VIII:10 (5b; ff. 69-78); IX:10 (5b; ff. 79-88); X:10 (5b; ff. 89-98); XI:10 (5b; ff. 99-108); XII:10 (5b; ff. 109-118)	220x160x50	Unknown		I	Yes	Parchment	Ink	1	24	Cursiva R	Yes	Several hands	Närke; Viby?							Beckman (1917:120; 219–220); N. Beckman (1919:28–35); Cornell (1943); Klemming (1868-1881:63–68); Schlyter (1834:XX; 1862:XXXVIII–XXXIX); Undorf (1995:230–231);Åström (2003); SGL 10; s. XXXIX	[MS](https://manuscripta.se/ms/100388)
							ff.4r–20r	UL	Kkb																						[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-458225)
							ff. 21r–29r		Kalmar recess (1474)																						
							ff.29v–118v	MEL																							
							ff.40v–42v		Kgb ch.10 (UL)																						
							f.42v		Tb ch.1 (KrL)																						
							f.49r		Gb ch.3:1 (KrL)																						
							f.63v		part. (SdmL)																						
							f.93r		Legal formulas																						
							f.101r		Eb ch.5 (KrL)																						
B 42			UUB	Codex	4to	1440-1510 (SGL 1475-1500)	ff.1r–18r	UL	Kkb	I:11 (5b; 1f; ff. 1-11); II:15 (7b; 1f; ff. 12-26); III:15 (6b; 3f; ff. 27-40); IV:4 (2b; ff. 41-44); V:2 (1b; ff. 45-46); VI:8 (4b; ff. 47-54); VII:12 (6b; ff. 55-66); VIII:12 (6b; ff. 67-78); IX:12 (6b; ff. 79-90); X:12 (6b; ff. 91-102); XI:12 (6b; ff. 103-114); XII:10 (5b; ff. 115-124); XIII:12 (6b; ff. 125-136); XIV:11 (5b; 1f; ff. 137-147); XV:12 (6b; ff. 148-159); XVI:13 (6b; 1f; ff. 160-172);	225x170x55	Unknown		I	Yes	Paper	Ink	1	18-22	Cursiva R	Yes	Hand a	Unknown							Beckman (1917:219–220); N. Beckman (1919:28–35); Henning (1933-1934:LXVII); Klemming (1868-1881:63–68); Larsen (1968:10); Schlyter (1834:XXVIII; 1862:LI; 1869:XVI–XVII); Åström (2003; 2013)	[MS](https://manuscripta.se/ms/100389)
																Parchment															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-430356)
							ff.18v–27v	MEL	Kgb part.																						
																Parchment															
							f.27v	KrL								Paper															
							f.28r	MEL	Kgb part.											Younger Cursive		Hand h									
							ff.29r–172v	KrL														Hand i									
																				Cursiva R		Hand a									
							ff.146v–147v		RB 1414							Paper				Unknown											
							ff.173r–175v		Gårdsrätt (Erik of Pommern)	XVII:3 (3f; ff. 173-175)						Paper				Younger Cursive		Hand e									
							Fragment (between ff.175 and 176)			XVIII:4 (2b; ff. 176-179); XIX:4 (2b; ff. 180-183)												Hand f (recto)									
																						Hand g (verso)									
							f.176r		RB 1514													Hand d									
							ff.176v–179v		List of Swedish kings																						
							ff.180r–v		Lialogue on legal matters																						
							ff.181r–v	ÖgL	sections																						
							ff.181v–182r	UL	sections																						
							f.183v		Rules for judges																						
							f.183v		Conversion table for coins																						
B 45	Codex Ängsö		UUB	Codex		1325-1375	f.1r	UL	Scribal verse	I:9 (4b; 1f; mirror-8); II:12 (6b; ff. 9-20); III:12 (6b; ff. 21-32); IV:10 (5b; ff. 33-42); V:12 (6b; ff. 43-54); VI:10 (5b; ff. 55-64); VII:12 (6b; ff. 65-76); VIII:3 (1b; 1f; ff. 77-mirror)	Unknown	242x175		I	Yes	Parchment	Ink	1	32	Textualis	Yes	Hand a (Jacobus?) Hand b (f. 41v rad 3 - f. 42r rad 25; f. 78r) Hand c (f. 78v) Hand d (bakpärmens insida) Marginal: Hand e (Olaus Petri) and hand f (Hogenskild Bielke)	Uppland							Friesen (1902:i-xx; 110); Klemming (1860:50–51); Geete (1900-1916:[243]–259); Undorf (1995:233); Wiktorsson (1985:118–134); Nordisk tidskrift för bok- och biblioteksväsen 40 (1953; 1954: 145–154);	[MS](https://manuscripta.se/ms/100390)
							ff.1r–76v																								
																															
							f.76v		Scribal notice (in Latin)																						
							f.78r		Months of the year that are suitable for bloodletting																						
							f.78r	UL	part.																						
B 48			UUB	Codex	4to	1456-1461	ff.2r–12v	UL	Kkb	I:3 (1b; 1f; ff. 0:1-0:3); II:12 (6b; ff. 1-12); III:14 (7b; ff. 13-26); IV:9 (4b; 1f; ff. 27-35); V:10 (5b; ff. 36-45); VI:12 (4b; 4f; ff. 46-57); VII:1 (1f; f. 58); VIII:12 (6b; ff. 59-70); IX:12 (6b; ff. 71-82); X:12 (6b; ff. 83-94); XI:12 (6b; ff. 95-106); XII:12 (6b; ff. 107-118); XIII:12 (6b; ff. 119-130); XIV:16 (8b; ff. 131-146); XV:12 (6b; ff. 147-158); XVI:8 (3b; 2f; ff. 159-mirror)	215x145x50	Unknown		I	No	Paper	Ink	1	31	Cursiva R	Yes	Hand a	Västergötland?							Gödel (1916:204-205); Klemming (1867-1868:280); Schlyter (1834:XXVI; 1862:L–LI); Åström (2003; 2013)	[MS](https://manuscripta.se/ms/100391)
							ff.13r-14r							Unknown				2													[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-430378)
							ff.15r–16v		Notule de modo officii 1+2					II				1				Hand b									
							f.17r											2													
							f.22v		Versus									1													
							ff.23r–25v	Chronicle	Lilla rimkrönikan: äldre redaktion									2													
							ff.23r–26v	Psalter	Psalterium virginis Mariae (Alain de la Roche)									1													
							f.32r		Poem																						
							ff.32v–36v	VgL	Kkb lat.																						
							f.36v		Statute																						
							ff.37r–v		Statute 1396																						
							ff.37v–38r		Statute [undated]																						
							ff.38r–39r		RB 1344 and Statute 1423																						
							ff.39r–v		STBB 1411																						
							f.40r		STSB 1437-1348																						
							ff.40r–41v		Statutes 1441																						
							ff.41v–42r		Statutes 1279																						
							ff.42r–43r		Statutes 1380																						
							ff.43r–44r		Letter																						
							ff.44r–45r		Statutes 1279																						
							ff.45r–45v		Statutes 1412																						
							ff.46r–47r		STBB 1280																						
							ff.47r–48v		Letter																						
							f.49v		Legal formulas																						
							ff.50r–v		Statutes 1279																						
							ff.50v–51r		Statutes [undated]																						
							f.51r		STBB 1437																						
							ff.51v–52r		STVK 1248																						
							f. 52r		List of crimes that lead to exclusion from communion (in Latin)																						
							ff. 55r–55v		Statutes 1417																						
							f.58r		How things should be lit											Younger Cursive		Hand d									
							ff.59r–162v	MEL												Cursiva R		Hand c									
							ff.71v–72v		Kgb ch.10 (UL)																						
							f.73v		List over the churches in Västergötland																						
							f.104r		Bb ch.36:2-3 (ÖgL)																						
							f.162v		Proverbia																						
							ff.163r–164r		RB 1414																						
B 49			UUB	Codex		1325-1375 (after 1320)	ff.1r–65v	HL		I:7 (3b; 1f; ff. 1-7); II:8 (4b; ff. 8-15); III:7 (3b; 1f; ff. 16-22); IV:7 (3b; 1f; ff. 23-29); V:2 (1b; ff. 30-31); VI:2 (1b; ff. 32-33); VII:7 (3b; 1f; ff. 34-40); VIII:5 (2b; 1f; ff. 41-45); IX:8 (4b; ff. 46-53); X:8 (4b; ff. 54-61); XI:4 (2b; ff. 62-65); XII:8 (4b; ff. 66-73); XIII:6 (2b; 2f; ff. 74-79)	Unknown	Unknown	Yes. Custods on f. 7v; f. 15v; f. 22v; f. 29v; f. 33v; f. 45v; f. 56v; f. 61v; f. 73v.		Yes	Parchment	Ink	1	17	Textualis	Yes	Hand a	Hälsingland							Geete (1900-1916:[243]–259); Gödel (1916:17; 204-205); Nelson (1948: XLIV-XLV); Rydberg (1877:250); Schlyter 1834:VII–VIII; 1844:I-XVII; 3-93I-XVII; 3-93); Wiktorsson (1985:118–134); SGL 3:VII-VIII	[MS](https://manuscripta.se/ms/100392)
							ff.64r–65r		Border between Sweden and Norway																						[AV](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%5D%5D&c=13&aqe=%5B%5D&af=%5B%22COUalpha2_facet%3ASE%22%2C%22alpha3_facet%3A9fs%22%5D&searchType=TEXT&pid=alvin-record%3A104126&dswid=167)
							f.65v		Prayer											Cursiva R		Hand b; Hand c									
							ff.66r–79r	UL	part.											Textualis		Hand d									
							ff.79r–v		Penal regulations for Uppsala diocese (1344)													Hand e									
B 50			UUB	Codex		1411	ff.1r–74r	MEL		I:3 (1b; 1f; mirror-0:2); II:9 (4b; 1f; ff. 1-9); III:10 (5b; ff. 10-19); IV:10 (5b; ff. 20-29); V:11 (5b; 1f; ff. 30-39); VI:10 (5b; ff. 40-49); VII:8 (4b; ff. 50-57); VIII:10 (5b; ff. 58-67); IX:8 (4b; ff. 68-75); X:10 (5b; ff. 76-85); XI:10 (5b; ff. 86-95); XII:8 (4b; ff. 96-103); XIII:2 (2f; ff. 104-105)	195x155x50	Unknown	Yes. Custods on f. 9v; f. 19v; f. 29v; f. 39v; f. 67v; f. 85v; f. 95v.		No	Parchment	Dry	2	36	Cursiva R	Yes	Hand a	Unknown							Ahnlund (1944); Cornell (1943); Hedlund (1977:28); Schlyter (1862:XXIII–XXIV; 1865:VIII); Åström (2003)	[MS](https://manuscripta.se/ms/100393)
							f.74r		Scribal notice (in Latin)																						[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-399220)
							f.74r	UL	Kkb ch.20																						
							f.74r	KrL	Tb ch.1																						
							ff.74v–76v		Gårdsrätt (unknown)																						
							ff.77r–103v	MEStL	red.1																						
B 52			UUB	Codex	4to	1500	ff.1r–24r	KrL		I:3 (1b; 1f; ff. 0:1-0:3); II:3 (1b; 1f; mirror-0:5); III:13 (6b; 1f; ff. 1-13); IV:10 (4b; 2f; ff. 14-23); V:4 (2b; ff. 23:1-23:4); VI:12 (6b; ff. 25-36); VII:8 (3b; 2f; ff. 37-44); VIII:8 (4b; ff. 44:1-44:8); IX:13 (6b; 1f; ff. 45-57); X:12 (5b; 4f; ff. 58-67); XI:19 (9b; 1f; ff. 68-80); XII:12 (6b; ff. 81-92); XIII:12 (6b; ff. 93-104); XIV:12 (6b; ff. 105-116); XV:12 (6b; ff. 117-128); XVI:12 (6b; ff. 129-140); XVII:12 (6b; ff. 141-152); XVIII:12 (6b; ff. 153-164); XIX:12 (6b; ff. 165-176); XX:8 (4b; ff. 176:1-176:8); XXI:1 (1f; f. 176:9); XXII:6 (3b; ff. 176:10-176:15); XXIII:1(1f; f. 176:16); XXIV:2 (2f; ff. 177-178); XXV:14 (7b; ff. 179-192); XXVI:2 (2f; ff. 192:1-192:2); XXIX:8 (4b; ff. 193-200); XXX:8 (4b; ff. 201-208); XXVII:8 (4b; ff. 209-216); XXVIII:8 (4b; ff. 217-224); XXXI:8 (4b; ff. 225-232); XXXII:8 (4b; ff. 233-240); XXXIII:8 (4b; ff. 241-248); XXXIV:8 (4b; ff. 249-256); XXXV:8 (4b; ff. 257-264); XXXVI:8 (4b; ff. 265-272); XXXVII:8 (4b; ff. 273-280); XXXVIII:8 (4b; ff. 281-288); XXXIX:8 (4b; ff. 289-296); XL:8 (4b; ff. 297-304); XLI:8 (4b; ff. 305-312); XLII:5 (1b; 3f; ff. 313-317); XLIII:2 (2f; ff. 317:1-317:2)	215x185x70	Unknown		I		Paper	Ink	1	20-28	Cursiva R	Yes	Hand b	Uppsala							Beckman (1917:114; 156; 194; 217); Klemming (1856:298–309); Schlyter (1834:XXVII; 1865:XLIV; 1869:XIV); Hedlund (1977:55); Åström (2003; 2013)	[MS](https://manuscripta.se/ms/100394)
							f. 24r	MEL & KrL	Rhyme on the sections of MEL and KrL (in Latin and Swedish)													Hand a (Jören Olofsson; Benedictus Larisson (Bengt Larsson))									[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-88117)
							f.24v		Om högmäles ogärningar																						
							ff.25r–44v	UL	Kkb																						
							f.44v		A section taken from Norwegian law													Hand c									
							ff.45r–172r	KrL														Hand a									
							f.172r		Latin annotations													Hand d									
							f.172v	RB	RBKK 1457																						
							ff.175r–v		Jn proasta tingh obseruandum																						
							ff.175v–176r	MEStL	Bb																						
							f.176v		Statutes																						
							ff.177r–v		Statute 1510																						
							f.177v		Versus													Hand e; Hand f									
							ff.178r–190v	MEStL	Tabula													Hand b									
							ff.191r–192v		Changes between old and new laws (1435)																						
							ff.176r–310v	MEStL	red.2																						
						1597								II								Hand g (Jören Olofsson; Benedictus Larisson (Bengt Larsson))	Unknown								
							ff.210v–211r		Gb ch.3:1 (KrL)																						
							ff.311r–312r		Legal formulas																						
							ff.313r-316v		Port regulations (24.8.1450)																						
																															
																															
B 55			UUB	Codex		1400-1450				I:3 (1b,1f; ff.1-3); II:6 (2b,2f; ff.4-9); III:9 (4b,1f; ff.10-18); IV:8 (4b; ff.19-26); V:9 (4b,1f; ff.27-35); VI:8 (4b; ff.36-43); VII:7 (3b,1f; ff.44-50); VIII:8 (4b; ff.51-58); IX:8 (4b; ff.59-66); X:9 (4b,1f; ff.67-75); XI:6 (1b,4f; ff.76-81); XII:3 (3f; ff.82-84)																					
																															
																															
																															
																															
																															
																															
																															[MS](https://manuscripta.se/ms/100395)
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-458230)
B 61			UUB	Codex		1420-1480				I:15 (7b,1f; ff.1-15); II:18 (9b; ff.16-33); III:14 (7b; ff.34-47); IV:18 (9b; ff.48-65); V:4 (1b,2f; ff.66-69)																					
																															[MS](https://manuscripta.se/ms/100396)
																															
																															
																															
B 62			UUB	Codex		1450-1500				I:4 (2b; ff.mirror-2); II:6 (3b; ff.3-8); III:8 (4b; ff.9-16); IV:12(6b;ff.17-28); V:11(4b+3f;ff.29-36); VI:10 (5b; ff.37-46); VII:9 (4b,1f; ff.47-55); VIII:9 (3b,3f; ff.56-64); IX:8 (3b,2f; ff.65-72); X:12 (6b; ff.73-82); XI:4 (2b; ff.83-86); XII:14 (7b; ff.87-100); XIII:12 (6b; ff.101-112); XIV:11 (5b,1f; ff.113-123); XV:4 (2b; ff.124-127); XVI:6 (1b,4f; ff.128-132:1); XVII:12 (6b; ff.133-142:2); XVIII:2 (1b; ff.143-144); XIX:9 (4b,1f; ff.144:1-144:9); XX:10 (2b,6f; ff.144:10-149); XXI:7 (3b,1f; ff.150-154)																					[MS](https://manuscripta.se/ms/100397)
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-430383)
B 67			UUB	Codex		1475-1500				I:14 (6b,2f; ff.mirror-13); II:12 (6b; ff.14-25); III:12 (5b,2f; ff.26-37); IV:11 (5b,1f; ff.38-48); V:11 (5b,1f; ff.49-59); VI:12 (6b; ff.60-71); VII:12 (6b; ff.72-83); VIII:11 (5b,1f; ff.84-mirror)																					[MS](https://manuscripta.se/ms/100398)
																															
																															
																															
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-461050)
B 68			UUB	Codex		1430				I:9 (4b,1f; ff.0:1-0:9); II:8 (4b; ff.1-8); III:8 (4b; ff.9-16); IV:8 (4b; ff.17-24); V:8 (4b; ff.25-32); VI:7 (3b,1f; ff.33-39); VII:7 (3b,1f; ff.40-46); VIII:9 (4b,1f; ff.47-55); IX:7 (3b,1f; ff.56-62); X:8 (4b; ff.63-70); XI:8 (4b; ff.71-78); XII:8 (4b; ff.79-86); XIII:8 (3b,2f; ff.87-94); XIV:9 (4b,1f; ff.95-103); XV:7 (3b,1f; ff.104-110); XVI:12 (6b; ff.111-122); XVII:10 (4b,2f; ff.123-132); XVIII:10 (4b,2f; ff.133-142); XIX:8 (4b; ff.143-150); XX:9 (4b,1f; ff.151-159)																					[MS](https://www.manuscripta.se/ms/100399)
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-73176)
B 69			UUB	Codex		1375-1400				I:4 (2b; ff.mirror-0:3); II:6 (3b; ff.1-6); III:11 (5b,1f; ff.7-17); IV:9 (4b,1f; ff.18-26); V:10 (4b,2f; ff.27-36); VI:10 (5b; ff.37-46); VII:10 (4b,2f; ff.47-56); VIII:4 (1b,2f; ff.57-60); IX:6 (1b,4f; ff.61-66); X:4 (1b,2f; ff.67-70); XI:2 (1b; ff.71-72); XII:2 (1b; ff.72:1-mirror)																					[MS](https://manuscripta.se/ms/100400)
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-460928)
B 70			UUB	Codex		1475-1500				I:8 (4b; ff.1-8); II:9 (4b,1f; ff.9-17); III:8 (4b; ff.18-25); IV:8 (4b; ff.26-33); V:8 (4b; ff.34-41); VI:8 (3b,2f; ff.42-49); VII:8 (3b,2f; ff.50-57); VIII:8 (3b,2f; ff.58-65); IX:8 (3b,2f; ff.66-73); X:8 (3b,2f; ff.74-81); XI:8 (1b,6f; ff.82-89); XII:9 (3b,3f; ff.90-98)																					[MS](https://manuscripta.se/ms/100401)
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-461085)
B 71			UUB	Codex		1425-1475				I:8 (3b,2f; ff.1-8); II:8 (4b; ff.9-16); III:9 (4b,1f; ff.17-25); IV:8 (4b; ff.26-33); V:8 (4b; ff.34-41); VI:8 (4b; ff.42-49); VII:8 (4b; ff.50-58); VIII:11 (5b,1f; ff.59-69); IX:9 (3b,3f; ff.69:1-69:9)																					[MS](https://manuscripta.se/ms/100402)
																															
																															
																															
																															
																															
																															
																															
																															[AV](http://urn.kb.se/resolve?urn=urn:nbn:se:alvin:portal:record-461086)
B 82			UUB	Codex		1385				I:8 (4b; ff.mirror-7); II:8 (4b; ff.8-15); III:12 (6b; ff.16-27); IV:8 (4b; ff.28-35); V:12 (6b; ff.36-47); VI:8 (4b; ff.48-55); VII:12 (6b; ff.56-67); VIII:8 (4b; ff.68-75); IX:11 (4b,3f; ff.76-86); X:14 (7b; ff.87-100); XI:6 (3b; ff.101-106); XII:10 (5b; ff.107-116); XIII:10 (5b; ff.115-126); XIV:13 (6b,1f; ff.127-mirror)																					[MS](https://manuscripta.se/ms/100403)
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
